cardMstId,frontSkillMstId,backSkillMstId,autoSkillMstId,questSkillMstId,artMstId,questArtMstId,protectorSkillMstId,teamId,akbMemberMstId,seriesMstId,name,shortName,resourceName,assetBundleName,cardUniqueId,roleType,cardType,cardDetailType,weaponType,setEffectSeriesId,rarity,giveItemMstId,medalCount,attribute,kind,kindDetail,modeType,shaderType,maxLevel,maxAttack,maxMagicAttack,maxDefence,maxMagicDefence,addAttackValue,addMagicAttackValue,addDefenceValue,addMagicDefenceValue,defaultSellPrice,description,evolutionLevel,maxEvolutionLevel,deckCost,materialSkillExp,materialMergeExp,isInfiniteEvolution,isParameterCustomEnabled,isSkillCustomEnabled,isDeckDisabled,isRelease,createdTime
340,595,595,1038,74,0,0,0,0,0,0,Sword of Humility,Sword of Humility,340,card/14,161,0,1,5,7,0,6,2,64,2,0,0,0,0,120,1998,1612,740,1106,11,9,4,6,150000,Sword of Humility Description,1,0,16,1000,10000,0,0,0,0,1,0
341,1288,1288,1032,27,0,0,0,0,0,0,Mad Demon,Mad Demon,341,card/20200709_gacha_seigi,162,0,1,6,11,0,4,2,8,3,0,0,0,0,70,979,788,545,363,10,8,6,4,18500,Evil Daemon of Pure Madness Description,0,0,14,300,5500,0,0,0,0,1,0
342,1288,1288,1032,27,0,0,0,0,0,0,Mad Demon,Mad Demon,342,card/20200709_gacha_seigi,162,0,1,6,11,0,5,2,8,3,0,0,0,0,80,1159,934,645,430,10,8,6,4,55000,Evil Daemon of Pure Madness Description,1,0,14,300,10000,0,0,0,0,1,0
343,1315,1315,1040,16,0,0,0,0,0,0,Gun of Incineration,Gun of Incineration,343,card/14,163,0,1,7,14,0,5,2,64,1,0,0,0,0,80,1072,1321,738,492,10,12,6,4,55000,Gun of Incineration Description,0,0,16,1000,5500,0,0,0,0,1,0
344,1315,1315,1040,16,0,0,0,0,0,0,Gun of Incineration,Gun of Incineration,344,card/14,163,0,1,7,14,0,6,2,64,1,0,0,0,0,120,1620,1998,1112,742,9,11,6,4,150000,Gun of Incineration Description,1,0,16,1000,10000,0,0,0,0,1,0
345,1316,1316,980,1211,0,0,0,0,0,0,Snowflake Spear,Snowflake Spear,345,card/14,164,0,1,8,19,0,5,2,64,2,0,0,0,0,80,1074,1323,740,494,10,12,6,4,55000,Snowflake Spear Description,0,0,16,1000,5500,0,0,0,0,1,0
346,1316,1316,980,1211,0,0,0,0,0,0,Snowflake Spear,Snowflake Spear,346,card/14,164,0,1,8,19,0,6,2,64,2,0,0,0,0,120,1622,2000,1114,744,9,11,6,4,150000,Snowflake Spear Description,1,0,16,1000,10000,0,0,0,0,1,0
347,1361,1361,986,310,0,0,0,0,0,0,Reunion Whistle,Reunion Whistle,347,card/20200709_gacha_seigi,165,0,1,1,1,0,5,2,64,1,0,0,0,0,80,1076,1325,742,496,10,12,6,4,55000,Reunion Whistle Description,0,0,16,1000,5500,0,0,0,0,1,0
348,1361,1361,986,310,0,0,0,0,0,0,Reunion Whistle,Reunion Whistle,348,card/20200709_gacha_seigi,165,0,1,1,1,0,6,2,64,1,0,0,0,0,120,1624,2002,1116,746,9,11,6,4,150000,Reunion Whistle Description,1,0,16,1000,10000,0,0,0,0,1,0
349,1369,1369,1046,356,0,0,0,0,0,0,Spellbook of Reversal,Spellbook of Reversa,349,card/14,166,0,1,2,4,0,4,2,8,2,0,0,0,0,70,800,983,553,371,8,10,6,4,18500,Book of Spells to Reverse Time Description,0,0,14,300,5500,0,0,0,0,1,0
350,1369,1369,1046,356,0,0,0,0,0,0,Spellbook of Reversal,Spellbook of Reversa,350,card/14,166,0,1,2,4,0,5,2,8,2,0,0,0,0,80,936,1153,643,428,8,10,6,4,55000,Book of Spells to Reverse Time Description,1,0,14,300,10000,0,0,0,0,1,0
351,620,620,981,159,0,0,0,0,0,0,Promise of Life,Promise of Life,351,card/20201008_gacha_torikago,167,0,1,5,10,0,5,2,64,3,0,0,0,0,80,1381,917,736,490,13,8,6,4,55000,Promise of Reincarnation Description,0,0,16,1000,5500,0,0,0,0,1,0
352,620,620,981,159,0,0,0,0,0,0,Promise of Life,Promise of Life,352,card/20201008_gacha_torikago,167,0,1,5,10,0,6,2,64,3,0,0,0,0,120,2087,1388,1110,740,12,8,6,4,150000,Promise of Reincarnation Description,1,0,16,1000,10000,0,0,0,0,1,0
353,1031,1031,985,254,0,0,0,0,0,0,Staff of Incarnation,Staff of Incarnation,353,card/20200709_gacha_seigi,168,0,1,4,6,0,5,2,64,3,0,0,0,0,80,1440,1161,801,534,13,10,7,5,55000,Staff of Incarnation Description,0,0,17,1000,5500,0,0,0,0,1,0
354,1031,1031,985,254,0,0,0,0,0,0,Staff of Incarnation,Staff of Incarnation,354,card/20200709_gacha_seigi,168,0,1,4,6,0,6,2,64,3,0,0,0,0,120,2188,1766,1214,811,12,10,7,4,150000,Staff of Incarnation Description,1,0,17,1000,10000,0,0,0,0,1,0
355,1294,1294,980,202,0,0,0,0,0,0,Sealed Dragon Puppet,Sealed Dragon Puppet,355,card/15,169,0,1,3,5,0,5,2,64,1,0,0,0,0,80,925,1381,709,573,8,13,6,5,55000,Sealed Dragon Puppet Description,0,0,16,1000,5500,0,0,0,0,1,0
356,1294,1294,980,202,0,0,0,0,0,0,Sealed Dragon Puppet,Sealed Dragon Puppet,356,card/15,169,0,1,3,5,0,6,2,64,1,0,0,0,0,120,1396,2087,1068,864,8,12,6,5,150000,Sealed Dragon Puppet Description,1,0,16,1000,10000,0,0,0,0,1,0
357,1318,1318,982,209,0,0,0,0,0,0,Virgin's Spinal Fluid,Virgin's Spinal Flui,357,card/15,170,0,1,3,5,0,5,2,64,2,0,0,0,0,80,1076,1325,711,575,10,12,6,5,55000,Maiden's Cerebrospinal Fluid Description,0,0,16,1000,5500,0,0,0,0,1,0
358,1318,1318,982,209,0,0,0,0,0,0,Virgin's Spinal Fluid,Virgin's Spinal Flui,358,card/15,170,0,1,3,5,0,6,2,64,2,0,0,0,0,120,1624,2002,1070,866,9,11,6,5,150000,Maiden's Cerebrospinal Fluid Description,1,0,16,1000,10000,0,0,0,0,1,0
359,1319,1319,974,210,0,0,0,0,0,0,Shell Wings,Shell Wings,359,card/15,171,0,1,3,5,0,5,2,64,3,0,0,0,0,80,1078,1327,579,711,10,12,5,6,55000,Shell's Wings Description,0,0,16,1000,5500,0,0,0,0,1,0
360,1319,1319,974,210,0,0,0,0,0,0,Shell Wings,Shell Wings,360,card/15,171,0,1,3,5,0,6,2,64,3,0,0,0,0,120,1616,1994,860,1060,9,11,5,6,150000,Shell's Wings Description,1,0,16,1000,10000,0,0,0,0,1,0
361,0,0,0,0,0,0,0,0,0,0,Upgrade Sword (C),Upgrade Sword (C),361,card/15,172,0,5,31,0,0,1,0,0,0,0,0,0,0,40,999,999,999,999,20,20,20,20,500,Material used to upgrade weapons.,0,0,999,0,50,0,0,0,0,1,0
362,0,0,0,0,0,0,0,0,0,0,Upgrade Sword (B),Upgrade Sword (B),362,card/15,173,0,5,31,0,0,2,0,0,0,0,0,0,0,50,999,999,999,999,16,16,16,16,1500,Material used to upgrade weapons.,0,0,999,0,200,0,0,0,0,1,0
363,0,0,0,0,0,0,0,0,0,0,Upgrade Sword (A),Upgrade Sword (A),363,card/15,174,0,5,31,0,0,3,0,0,0,0,0,0,0,60,999,999,999,999,13,13,13,13,5000,Material used to upgrade weapons.,0,0,999,0,1600,0,0,0,0,1,0
364,0,0,0,0,0,0,0,0,0,0,Upgrade Sword (S),Upgrade Sword (S),364,card/15,175,0,5,31,0,0,4,0,0,0,0,0,0,0,70,999,999,999,999,11,11,11,11,18500,Material used to upgrade weapons.,0,0,999,0,5500,0,0,0,0,1,0
365,0,0,0,0,0,0,0,0,0,0,Upgrade Sword (SR),Upgrade Sword (SR),365,card/15,176,0,5,31,0,0,5,0,0,0,0,0,0,0,80,999,999,999,999,9,9,9,9,55000,Material used to upgrade weapons.,0,0,999,0,10000,0,0,0,0,1,0
366,0,0,0,0,0,0,0,0,0,0,Upgrade Shield (C),Upgrade Shield (C),366,card/15,177,0,5,32,0,0,1,0,0,0,0,0,0,0,40,999,999,999,999,20,20,20,20,500,Material used to upgrade armor.,0,0,999,0,50,0,0,0,0,1,0
367,0,0,0,0,0,0,0,0,0,0,Upgrade Shield (B),Upgrade Shield (B),367,card/15,178,0,5,32,0,0,2,0,0,0,0,0,0,0,50,999,999,999,999,16,16,16,16,1500,Material used to upgrade armor.,0,0,999,0,200,0,0,0,0,1,0
368,0,0,0,0,0,0,0,0,0,0,Upgrade Shield (A),Upgrade Shield (A),368,card/15,179,0,5,32,0,0,3,0,0,0,0,0,0,0,60,999,999,999,999,13,13,13,13,5000,Material used to upgrade armor.,0,0,999,0,1600,0,0,0,0,1,0
369,0,0,0,0,0,0,0,0,0,0,Upgrade Shield (S),Upgrade Shield (S),369,card/15,180,0,5,32,0,0,4,0,0,0,0,0,0,0,70,999,999,999,999,11,11,11,11,18500,Material used to upgrade armor.,0,0,999,0,5500,0,0,0,0,1,0
370,0,0,0,0,0,0,0,0,0,0,Upgrade Shield (SR),Upgrade Shield (SR),370,card/15,181,0,5,32,0,0,5,0,0,0,0,0,0,0,80,999,999,999,999,9,9,9,9,55000,Material used to upgrade armor.,0,0,999,0,10000,0,0,0,0,1,0
371,0,0,0,0,0,0,0,0,0,0,Upgrade Tablet (C),Upgrade Tablet (C),371,card/15,182,0,5,33,0,0,1,0,0,0,0,0,0,0,40,999,999,999,999,20,20,20,20,500,Material used to upgrade nightmares.,0,0,999,0,50,0,0,0,0,1,0
372,0,0,0,0,0,0,0,0,0,0,Upgrade Tablet (B),Upgrade Tablet (B),372,card/15,183,0,5,33,0,0,2,0,0,0,0,0,0,0,50,999,999,999,999,16,16,16,16,1500,Material used to upgrade nightmares.,0,0,999,0,200,0,0,0,0,1,0
373,0,0,0,0,0,0,0,0,0,0,Upgrade Tablet (A),Upgrade Tablet (A),373,card/15,184,0,5,33,0,0,3,0,0,0,0,0,0,0,60,999,999,999,999,13,13,13,13,5000,Material used to upgrade nightmares.,0,0,999,0,1600,0,0,0,0,1,0
374,0,0,0,0,0,0,0,0,0,0,Upgrade Tablet (S),Upgrade Tablet (S),374,card/15,185,0,5,33,0,0,4,0,0,0,0,0,0,0,70,999,999,999,999,11,11,11,11,18500,Material used to upgrade nightmares.,0,0,999,0,5500,0,0,0,0,1,0
375,0,0,0,0,0,0,0,0,0,0,Upgrade Tablet (SR),Upgrade Tablet (SR),375,card/15,186,0,5,33,0,0,5,0,0,0,0,0,0,0,80,999,999,999,999,9,9,9,9,55000,Material used to upgrade nightmares.,0,0,999,0,10000,0,0,0,0,1,0
376,0,0,0,0,0,0,0,0,0,0,Colosseum Gem (A),Colosseum Gem (A),376,card/16,187,0,7,41,0,0,3,0,0,0,0,0,0,0,60,999,999,999,999,13,13,13,13,5000,Material used to upgrade Colosseum skills.,0,0,999,150,50,0,0,0,0,1,0
377,0,0,0,0,0,0,0,0,0,0,Colosseum Gem (S),Colosseum Gem (S),377,card/16,188,0,7,41,0,0,4,0,0,0,0,0,0,0,70,999,999,999,999,11,11,11,11,18500,Material used to upgrade Colosseum skills.,0,0,999,450,50,0,0,0,0,1,0
378,0,0,0,0,0,0,0,0,0,0,Colosseum Gem (SR),Colosseum Gem (SR),378,card/16,189,0,7,41,0,0,5,0,0,0,0,0,0,0,80,999,999,999,999,9,9,9,9,55000,Material used to upgrade Colosseum skills.,0,0,999,1500,50,0,0,0,0,1,0
379,0,0,0,0,0,0,0,0,0,0,Colosseum Support Gem (A),Colosseum Support Ge,379,card/16,190,0,7,43,0,0,3,0,0,0,0,0,0,0,60,999,999,999,999,13,13,13,13,5000,Material used to upgrade Colosseum support skills.,0,0,999,150,50,0,0,0,0,1,0
380,0,0,0,0,0,0,0,0,0,0,Colosseum Support Gem (S),Colosseum Support Ge,380,card/16,191,0,7,43,0,0,4,0,0,0,0,0,0,0,70,999,999,999,999,11,11,11,11,18500,Material used to upgrade Colosseum support skills.,0,0,999,450,50,0,0,0,0,1,0
381,0,0,0,0,0,0,0,0,0,0,Colosseum Support Gem (SR),Colosseum Support Ge,381,card/16,192,0,7,43,0,0,5,0,0,0,0,0,0,0,80,999,999,999,999,9,9,9,9,55000,Material used to upgrade Colosseum support skills.,0,0,999,1500,50,0,0,0,0,1,0
382,0,0,0,0,0,0,0,0,0,0,Story Gem (A),Story Gem (A),382,card/16,193,0,7,44,0,0,3,0,0,0,0,0,0,0,60,999,999,999,999,13,13,13,13,5000,Material used to upgrade story skills.,0,0,999,150,50,0,0,0,0,1,0
383,0,0,0,0,0,0,0,0,0,0,Story Gem (S),Story Gem (S),383,card/16,194,0,7,44,0,0,4,0,0,0,0,0,0,0,70,999,999,999,999,11,11,11,11,18500,Material used to upgrade story skills.,0,0,999,450,50,0,0,0,0,1,0
384,0,0,0,0,0,0,0,0,0,0,Story Gem (SR),Story Gem (SR),384,card/16,195,0,7,44,0,0,5,0,0,0,0,0,0,0,80,999,999,999,999,9,9,9,9,55000,Material used to upgrade story skills.,0,0,999,1500,50,0,0,0,0,1,0
385,0,0,0,0,0,0,0,0,0,0,Story Support Gem (A),Story Support Gem (A,385,card/16,196,0,7,45,0,0,3,0,0,0,0,0,0,0,60,999,999,999,999,13,13,13,13,5000,Material used to upgrade story support skill.,0,0,999,150,50,0,0,0,0,1,0
386,0,0,0,0,0,0,0,0,0,0,Story Support Gem (S),Story Support Gem (S,386,card/16,197,0,7,45,0,0,4,0,0,0,0,0,0,0,70,999,999,999,999,11,11,11,11,18500,Material used to upgrade story support skill.,0,0,999,450,50,0,0,0,0,1,0
387,0,0,0,0,0,0,0,0,0,0,Story Support Gem (SR),Story Support Gem (S,387,card/16,198,0,7,45,0,0,5,0,0,0,0,0,0,0,80,999,999,999,999,9,9,9,9,55000,Material used to upgrade story support skill.,0,0,999,1500,50,0,0,0,0,1,0
397,0,0,0,0,0,0,0,0,0,0,Modest Sack,Modest Sack,397,card/16,202,0,6,71,0,0,2,0,0,0,0,0,0,0,50,999,999,999,999,16,16,16,16,2000,Sell for a small amount of gold.,0,0,999,0,50,0,0,0,0,1,0
398,0,0,0,0,0,0,0,0,0,0,Decent Sack,Decent Sack,398,card/16,203,0,6,71,0,0,3,0,0,0,0,0,0,0,60,999,999,999,999,13,13,13,13,6000,Sell for a modest amount of gold.,0,0,999,0,50,0,0,0,0,1,0
399,0,0,0,0,0,0,0,0,0,0,Hefty Sack,Hefty Sack,399,card/16,204,0,6,71,0,0,4,0,0,0,0,0,0,0,70,999,999,999,999,11,11,11,11,30000,Sell for a large amount of gold.,0,0,999,0,50,0,0,0,0,1,0
400,0,0,0,0,0,0,9,0,0,0,Maiden's Hairband (Blade),Maiden's Hairband,400,card/10016,205,0,2,21,0,1,2,0,0,0,0,0,0,0,50,0,0,811,540,0,0,13,8,1500,Maiden's Hairpiece (Blade) Description,0,0,0,50,50,0,0,0,0,1,0
401,0,0,0,0,0,0,9,0,0,0,Maiden's Hairband (Blade),Maiden's Hairband,401,card/10017,205,0,2,21,0,1,3,0,0,0,0,0,0,0,60,0,0,1065,710,0,0,14,9,5000,Maiden's Hairpiece (Blade) Description,1,0,0,50,200,0,0,0,0,1,0
402,0,0,0,0,0,0,9,0,0,0,Maiden's Hairband (Blade),Maiden's Hairband,402,card/10017,205,0,2,21,0,1,4,0,0,0,0,0,0,0,70,0,0,1653,1102,0,0,18,12,18500,Maiden's Hairpiece (Blade) Description,2,0,0,50,1600,0,0,0,0,1,0
403,0,0,0,0,0,0,11,0,0,0,Maiden's Dress (Heavy),Maiden's Dress,403,card/10017,206,0,2,22,0,1,2,0,0,0,0,0,0,0,50,0,0,814,543,0,0,13,8,1500,Maiden's Dress (Heavy) Description,0,0,0,50,50,0,0,0,0,1,0
404,0,0,0,0,0,0,11,0,0,0,Maiden's Dress (Heavy),Maiden's Dress,404,card/10017,206,0,2,22,0,1,3,0,0,0,0,0,0,0,60,0,0,1068,713,0,0,14,9,5000,Maiden's Dress (Heavy) Description,1,0,0,50,200,0,0,0,0,1,0
405,0,0,0,0,0,0,11,0,0,0,Maiden's Dress (Heavy),Maiden's Dress,405,card/10017,206,0,2,22,0,1,4,0,0,0,0,0,0,0,70,0,0,1656,1105,0,0,18,12,18500,Maiden's Dress (Heavy) Description,2,0,0,50,1600,0,0,0,0,1,0
406,0,0,0,0,0,0,13,0,0,0,Maiden's Heels (Projectile),Maiden's Heels,406,card/10017,207,0,2,23,0,1,2,0,0,0,0,0,0,0,50,0,0,817,546,0,0,13,8,1500,Maiden's Heels (Projectile) Description,0,0,0,50,50,0,0,0,0,1,0
407,0,0,0,0,0,0,13,0,0,0,Maiden's Heels (Projectile),Maiden's Heels,407,card/10017,207,0,2,23,0,1,3,0,0,0,0,0,0,0,60,0,0,1071,716,0,0,14,9,5000,Maiden's Heels (Projectile) Description,1,0,0,50,200,0,0,0,0,1,0
408,0,0,0,0,0,0,13,0,0,0,Maiden's Heels (Projectile),Maiden's Heels,408,card/10017,207,0,2,23,0,1,4,0,0,0,0,0,0,0,70,0,0,1659,1108,0,0,18,12,18500,Maiden's Heels (Projectile) Description,2,0,0,50,1600,0,0,0,0,1,0
409,0,0,0,0,0,0,15,0,0,0,Maiden's Gloves (Polearm),Maiden's Gloves,409,card/10017,208,0,2,24,0,1,2,0,0,0,0,0,0,0,50,0,0,820,549,0,0,13,8,1500,Maiden's Gloves (Polearm) Description,0,0,0,50,50,0,0,0,0,1,0
410,0,0,0,0,0,0,15,0,0,0,Maiden's Gloves (Polearm),Maiden's Gloves,410,card/10017,208,0,2,24,0,1,3,0,0,0,0,0,0,0,60,0,0,1064,709,0,0,14,9,5000,Maiden's Gloves (Polearm) Description,1,0,0,50,200,0,0,0,0,1,0
411,0,0,0,0,0,0,15,0,0,0,Maiden's Gloves (Polearm),Maiden's Gloves,411,card/10017,208,0,2,24,0,1,4,0,0,0,0,0,0,0,70,0,0,1652,1101,0,0,18,12,18500,Maiden's Gloves (Polearm) Description,2,0,0,50,1600,0,0,0,0,1,0
412,0,0,0,0,0,0,17,0,0,0,Girl's Hairband (Instrument),Girl's Hairband,412,card/10017,209,0,2,21,0,2,2,0,0,0,0,0,0,0,50,0,0,544,811,0,0,8,13,1500,Little Girl's Hairpiece (Instrument) Description,0,0,0,50,50,0,0,0,0,1,0
413,0,0,0,0,0,0,17,0,0,0,Girl's Hairband (Instrument),Girl's Hairband,413,card/10017,209,0,2,21,0,2,3,0,0,0,0,0,0,0,60,0,0,714,1065,0,0,9,14,5000,Little Girl's Hairpiece (Instrument) Description,1,0,0,50,200,0,0,0,0,1,0
414,0,0,0,0,0,0,17,0,0,0,Girl's Hairband (Instrument),Girl's Hairband,414,card/10017,209,0,2,21,0,2,4,0,0,0,0,0,0,0,70,0,0,1106,1653,0,0,12,18,18500,Little Girl's Hairpiece (Instrument) Description,2,0,0,50,1600,0,0,0,0,1,0
415,0,0,0,0,0,0,19,0,0,0,Girl's Frock (Tome),Girl's Frock,415,card/10017,210,0,2,22,0,2,2,0,0,0,0,0,0,0,50,0,0,547,814,0,0,8,13,1500,Little Girl's Dress (Tome) Description,0,0,0,50,50,0,0,0,0,1,0
416,0,0,0,0,0,0,19,0,0,0,Girl's Frock (Tome),Girl's Frock,416,card/10017,210,0,2,22,0,2,3,0,0,0,0,0,0,0,60,0,0,717,1068,0,0,9,14,5000,Little Girl's Dress (Tome) Description,1,0,0,50,200,0,0,0,0,1,0
417,0,0,0,0,0,0,19,0,0,0,Girl's Frock (Tome),Girl's Frock,417,card/10017,210,0,2,22,0,2,4,0,0,0,0,0,0,0,70,0,0,1109,1656,0,0,12,18,18500,Little Girl's Dress (Tome) Description,2,0,0,50,1600,0,0,0,0,1,0
418,0,0,0,0,0,0,21,0,0,0,Girl's Pumps (Artifact),Girl's Pumps,418,card/10017,211,0,2,23,0,2,2,0,0,0,0,0,0,0,50,0,0,550,817,0,0,8,13,1500,Little Girl's Pumps (Artifact) Description,0,0,0,50,50,0,0,0,0,1,0
419,0,0,0,0,0,0,21,0,0,0,Girl's Pumps (Artifact),Girl's Pumps,419,card/10017,211,0,2,23,0,2,3,0,0,0,0,0,0,0,60,0,0,720,1071,0,0,9,14,5000,Little Girl's Pumps (Artifact) Description,1,0,0,50,200,0,0,0,0,1,0
420,0,0,0,0,0,0,21,0,0,0,Girl's Pumps (Artifact),Girl's Pumps,420,card/10017,211,0,2,23,0,2,4,0,0,0,0,0,0,0,70,0,0,1102,1649,0,0,12,18,18500,Little Girl's Pumps (Artifact) Description,2,0,0,50,1600,0,0,0,0,1,0
421,0,0,0,0,0,0,23,0,0,0,Girl's Bracelet (Staff),Girl's Bracelet,421,card/10017,212,0,2,24,0,2,2,0,0,0,0,0,0,0,50,0,0,543,810,0,0,8,13,1500,Little Girl's Bracelet (Staff) Description,0,0,0,50,50,0,0,0,0,1,0
422,0,0,0,0,0,0,23,0,0,0,Girl's Bracelet (Staff),Girl's Bracelet,422,card/10017,212,0,2,24,0,2,3,0,0,0,0,0,0,0,60,0,0,713,1064,0,0,9,14,5000,Little Girl's Bracelet (Staff) Description,1,0,0,50,200,0,0,0,0,1,0
423,0,0,0,0,0,0,23,0,0,0,Girl's Bracelet (Staff),Girl's Bracelet,423,card/10017,212,0,2,24,0,2,4,0,0,0,0,0,0,0,70,0,0,1105,1652,0,0,12,18,18500,Little Girl's Bracelet (Staff) Description,2,0,0,50,1600,0,0,0,0,1,0
424,0,0,0,0,0,0,41,0,0,0,Hairpiece of Misery (Blade),Hairpiece of Misery,424,card/10017,213,0,2,21,0,3,3,0,0,0,0,0,0,0,60,0,0,1024,828,0,0,13,11,5000,Hairpiece of Misery (Blade) Description,0,0,0,100,200,0,0,0,0,1,0
425,0,0,0,0,0,0,41,0,0,0,Hairpiece of Misery (Blade),Hairpiece of Misery,425,card/10017,213,0,2,21,0,3,4,0,0,0,0,0,0,0,70,0,0,1742,1409,0,0,19,15,18500,Hairpiece of Misery (Blade) Description,1,0,0,100,1600,0,0,0,0,1,0
426,0,0,0,0,0,0,41,0,0,0,Hairpiece of Misery (Blade),Hairpiece of Misery,426,card/10018,213,0,2,21,0,3,5,0,0,0,0,0,0,0,80,0,0,2148,1737,0,0,20,16,55000,Hairpiece of Misery (Blade) Description,2,0,0,100,5500,0,0,0,0,1,0
427,0,0,0,0,0,0,43,0,0,0,Dress of Misery (Heavy),Dress of Misery,427,card/10018,214,0,2,22,0,3,3,0,0,0,0,0,0,0,60,0,0,1027,831,0,0,13,11,5000,Dress of Misery (Heavy) Description,0,0,0,100,200,0,0,0,0,1,0
428,0,0,0,0,0,0,43,0,0,0,Dress of Misery (Heavy),Dress of Misery,428,card/10018,214,0,2,22,0,3,4,0,0,0,0,0,0,0,70,0,0,1745,1412,0,0,19,15,18500,Dress of Misery (Heavy) Description,1,0,0,100,1600,0,0,0,0,1,0
429,0,0,0,0,0,0,43,0,0,0,Dress of Misery (Heavy),Dress of Misery,429,card/10018,214,0,2,22,0,3,5,0,0,0,0,0,0,0,80,0,0,2151,1740,0,0,20,16,55000,Dress of Misery (Heavy) Description,2,0,0,100,5500,0,0,0,0,1,0
430,0,0,0,0,0,0,45,0,0,0,Pumps of Misery (Projectile),Pumps of Misery,430,card/10018,215,0,2,23,0,3,3,0,0,0,0,0,0,0,60,0,0,1020,824,0,0,13,11,5000,Pumps of Misery (Projectile) Description,0,0,0,100,200,0,0,0,0,1,0
431,0,0,0,0,0,0,45,0,0,0,Pumps of Misery (Projectile),Pumps of Misery,431,card/10018,215,0,2,23,0,3,4,0,0,0,0,0,0,0,70,0,0,1738,1405,0,0,19,15,18500,Pumps of Misery (Projectile) Description,1,0,0,100,1600,0,0,0,0,1,0
432,0,0,0,0,0,0,45,0,0,0,Pumps of Misery (Projectile),Pumps of Misery,432,card/10018,215,0,2,23,0,3,5,0,0,0,0,0,0,0,80,0,0,2144,1733,0,0,20,16,55000,Pumps of Misery (Projectile) Description,2,0,0,100,5500,0,0,0,0,1,0
433,0,0,0,0,0,0,47,0,0,0,Bracelet of Misery (Polearm),Bracelet of Misery,433,card/10018,216,0,2,24,0,3,3,0,0,0,0,0,0,0,60,0,0,1023,827,0,0,13,11,5000,Bracelet of Misery (Polearm) Description,0,0,0,100,200,0,0,0,0,1,0
434,0,0,0,0,0,0,47,0,0,0,Bracelet of Misery (Polearm),Bracelet of Misery,434,card/10018,216,0,2,24,0,3,4,0,0,0,0,0,0,0,70,0,0,1741,1408,0,0,19,15,18500,Bracelet of Misery (Polearm) Description,1,0,0,100,1600,0,0,0,0,1,0
435,0,0,0,0,0,0,47,0,0,0,Bracelet of Misery (Polearm),Bracelet of Misery,435,card/10018,216,0,2,24,0,3,5,0,0,0,0,0,0,0,80,0,0,2147,1736,0,0,20,16,55000,Bracelet of Misery (Polearm) Description,2,0,0,100,5500,0,0,0,0,1,0
448,0,0,0,0,72,199,0,0,0,0,Hound (Fire),Hound (Fire),448,card/18,221,0,3,61,0,0,3,0,0,1,1,1,0,0,60,369,245,331,329,4,3,4,4,5000,Hound (Fire) Description,0,0,0,100,200,0,0,0,0,1,0
449,0,0,0,0,73,200,0,0,0,0,Greater Hound (Fire),Hound (Fire),449,card/18,221,0,3,61,0,0,4,0,0,1,1,2,0,0,70,433,288,388,386,4,3,4,4,18500,High Hound (Fire) Description,1,0,0,100,1600,0,0,0,0,1,0
450,0,0,0,0,74,201,0,0,0,0,Hound (Water),Hound (Water),450,card/18,222,0,3,61,0,0,3,0,0,2,1,1,0,0,60,361,237,323,321,4,3,4,4,5000,Hound (Water) Description,0,0,0,100,200,0,0,0,0,1,0
451,0,0,0,0,75,202,0,0,0,0,Greater Hound (Water),Hound (Water),451,card/19,222,0,3,61,0,0,4,0,0,2,1,2,0,0,70,425,280,380,378,4,3,4,4,18500,High Hound (Water) Description,1,0,0,100,1600,0,0,0,0,1,0
452,0,0,0,0,76,203,0,0,0,0,Hound (Wind),Hound (Wind),452,card/19,223,0,3,61,0,0,3,0,0,3,1,1,0,0,60,363,239,325,323,4,3,4,4,5000,Hound (Wind) Description,0,0,0,100,200,0,0,0,0,1,0
453,0,0,0,0,77,204,0,0,0,0,Greater Hound (Wind),Hound (Wind),453,card/19,223,0,3,61,0,0,4,0,0,3,1,2,0,0,70,427,282,382,380,4,3,4,4,18500,High Hound (Wind) Description,1,0,0,100,1600,0,0,0,0,1,0
454,0,0,0,0,78,205,0,0,0,0,Hateful Hound (Fire),Hateful Hound (Fire),454,card/19,224,0,3,61,0,0,3,0,0,1,1,3,0,0,60,435,229,395,319,5,3,5,4,5000,Hate Hound (Fire) Description,0,0,0,100,200,0,0,0,0,1,0
455,0,0,0,0,79,206,0,0,0,0,Hateful Hound (Water),Hateful Hound (Water,455,card/19,225,0,3,61,0,0,3,0,0,2,1,3,0,0,60,436,230,396,320,5,3,5,4,5000,Hate Hound (Water) Description,0,0,0,100,200,0,0,0,0,1,0
456,0,0,0,0,80,207,0,0,0,0,Hateful Hound (Wind),Hateful Hound (Wind),456,card/19,226,0,3,61,0,0,3,0,0,3,1,3,0,0,60,437,231,397,321,5,3,5,4,5000,Hate Hound (Wind) Description,0,0,0,100,200,0,0,0,0,1,0
457,0,0,0,0,81,208,0,0,0,0,Ugallu,Ugallu,457,card/19,227,0,3,61,0,0,5,2,64,1,1,4,0,0,80,1305,869,1158,1156,12,8,10,10,55000,Ugallu Description,0,0,0,1000,5500,0,0,0,0,1,0
458,0,0,0,0,82,209,0,0,0,0,Ugallu,Ugallu,458,card/19,227,0,3,61,0,0,6,2,64,1,1,4,1,0,120,1970,1312,1745,1743,11,7,10,10,150000,Ugallu Description,1,0,0,1000,10000,0,0,0,0,1,0
