skillMstId,category,setEffectSeriesId,name,description,attackEffect,sp,maxLevel,resourceName,type,typeLabel,primaryIcon,secondaryIcon,rangeIcon,autoSkillPercentageType
1035,3,0,P.DEF Debuff (I),Chance of slightly reducing enemy's P.DEF when attacking.,0,0,15,,76,own,0,0,0,1
1036,3,0,M.DEF Debuff (I),Chance of slightly reducing enemy's M.DEF when attacking.,0,0,15,,76,own,0,0,0,1
1037,3,0,ATK Debuff (I),Chance of slightly reducing enemy's P.ATK and M.ATK when attacking.,0,0,15,,77,own,0,0,0,1
1038,3,0,Barrier Break (I),Chance of slightly reducing enemy's P.DEF and M.DEF when attacking.,0,0,15,,77,own,0,0,0,1
1039,3,0,P.ATK Support (I),Chance to slightly increase own P.ATK when attacking.,0,0,15,,78,own,0,0,0,1
1040,3,0,Mental Focus (I),Chance to slightly increase own M.ATK when attacking.,0,0,15,,78,own,0,0,0,1
1041,3,0,Anti-P.DMG Barrier (I),Chance to slightly increase own P.DEF when attacking.,0,0,15,,79,own,0,0,0,1
1042,3,0,Anti-M.DMG Barrier (I),Chance to slightly increase own M.DEF when attacking.,0,0,15,,79,own,0,0,0,1
1043,3,0,ATK Support (I),Chance to slightly increase own P.ATK and M.ATK when attacking.,0,0,15,,80,own,0,0,0,1
1044,3,0,Defensive Barrier (I),Chance to slightly increase own P.DEF and M.DEF when attacking.,0,0,15,,80,own,0,0,0,1
1045,3,0,Recovery Support (I),Chance to slightly increase the amount of HP recovered when restoring HP.,0,0,15,,82,own,0,0,0,1
1046,3,0,Support Boon (I),Chance to slightly increase support effects when giving support.,0,0,15,,86,own,0,0,0,1
1047,3,0,Support Boon (I),Chance to slightly increase support effects when giving support.,0,0,15,,86,own,0,0,0,1
1049,3,0,Replenish Magic (I),Chance of slightly reducing SP cost when using commands.,0,0,15,,97,own,0,0,0,1
1050,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1051,4,0,Shred to Bits,Deals 150% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1057,4,0,Vine Lash,Deals 50% P.DMG to 1 enemy.\nHalves enemy's P.DEF and M.DEF.,0,0,15,,7,Single Enemy,0,0,0,0
1058,4,0,Black Thorn,Deals 50% P.DMG to 1 enemy.\nHalves enemy's P.ATK and M.ATK.,0,0,15,,7,Single Enemy,0,0,0,0
1059,4,0,Protective Powder,Halves 3 enemies' P.DEF and M.DEF.,0,0,15,,43,multiple enemies,0,0,0,0
1060,4,0,Advancing Fog,Halves 3 enemies' P.ATK and M.ATK.,0,0,15,,43,multiple enemies,0,0,0,0
1061,4,0,Putrid Fog,"Halves 5 enemies' P.ATK, M.ATK, P.DEF, and M.DEF.",0,0,15,,43,All Enemies,0,0,0,0
1064,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1065,4,0,Smash,Deals 200% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1066,4,0,,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1071,4,0,Wingstroke,Deals 50% P.DMG to 1 enemy.\nIncreases own P.ATK and M.ATK by 1%.,0,0,15,,5,Single Enemy/Self,0,0,0,0
1073,4,0,Take Flight,"Increases 2 allies' P.ATK, M.ATK, P.DEF, and M.DEF by 1%.",0,0,15,,41,Multiple Allies/Self,0,0,0,0
1074,4,0,All Will Be Rejected,"Increases 5 allies' P.ATK, M.ATK, P.DEF, and M.DEF by 3%.",0,0,15,,41,All Allies/Self,0,0,0,0
1076,4,0,Mischief,Deals 100% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1077,4,0,Tremble in Fear,Deals 150% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1079,4,0,Amend,Increases 1 ally's HP recovery by 8%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1080,4,0,Mercy,Increases 5 allies' HP recovery by 6%.,0,0,15,,35,All Allies/Self,0,0,0,0
1082,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1085,4,0,Perish,Deals 100% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1089,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1090,4,0,Crush,Deals 150% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1091,4,0,,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1092,4,0,Just Getting Started,Increases 1 ally's P.ATK and P.DEF by 20%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1095,4,0,Entangle,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1099,4,0,Bind,"Halves 1 enemy's P.ATK, M.ATK, P.DEF, and M.DEF.",0,0,15,,43,Single Enemy,0,0,0,0
1100,4,0,Bind,"Halves 1 enemy's P.ATK, M.ATK, P.DEF, and M.DEF.",0,0,15,,43,Single Enemy,0,0,0,0
1101,4,0,Tremble,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1102,4,0,Pummel,Deals 150% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1104,4,0,Hand It Over,Deals 100% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1105,4,0,It Hurts...,Increases 1 ally's P.DEF and M.DEF by 5%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1108,4,0,AAAAAHHHHH!,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1110,4,0,That's Mine!,Deals 100% P.DMG to 1 enemy.\nIncreases own HP recovery by 200%.,0,0,15,,3,Single Enemy/Self,0,0,0,0
1111,4,0,,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1112,4,0,Mow You Down!,Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1113,4,0,Not used,"Increases 1 ally's P.ATK, M.ATK, P.DEF, and M.DEF by 1%.",0,0,15,,41,Single Ally/Self,0,0,0,0
1114,4,0,Not used,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1115,4,0,,Deals 80% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1116,4,0,You Fool,Deals 120% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1117,4,0,,Deals 80% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1118,4,0,,Deals 120% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1119,4,0,,Deals 150% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1120,4,0,More Needed,"Increases 1 ally's P.ATK, M.ATK, P.DEF, and M.DEF by 40%.",0,0,15,,41,Single Ally/Self,0,0,0,0
1121,4,0,It's No Use,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1122,4,0,,Deals 180% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1123,4,0,,Deals 180% P.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1124,4,0,◆■◆r■,Halves 5 enemies' P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1125,4,0,,Deals 220% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1126,4,0,,Deals 160% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1127,4,0,Gimme Gimme Gimme,Deals 155% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1128,4,0,◆■◆r■,Halves 5 enemies' M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1129,4,0,,Deals 100% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1130,4,0,,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1131,4,0,□□,Increases 1 ally's M.ATK by 50%.,0,0,15,,41,Single Ally,0,0,0,0
1132,4,0,,Deals 150% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1133,4,0,Correcting Correcting Correcting,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1134,4,0,Mirror,Increases 1 ally's M.ATK by 50%.,0,0,15,,41,Single Ally,0,0,0,0
1135,4,0,,Halves 5 enemies' M.ATK and M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1136,4,0,,Deals 100% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1137,4,0,■■ it ■!,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1138,4,0,,Halves 5 enemies' P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1139,4,0,■■ it ■!,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1140,4,0,,Deals 100% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1141,4,0,Die! Die! Die!,Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1142,4,0,,Halves 5 enemy's P.ATK and P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1143,4,0,,Deals 100% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1144,4,0,,Deals 100% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1145,4,0,,Increases 1 ally's M.ATK by 50%.,0,0,15,,41,Single Ally,0,0,0,0
1146,4,0,■■AahHHhhh,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1147,4,0,,Deals 100% M.DMG to 1 enemy.\nIncreases own M.ATK by 10%.,0,0,15,,5,Single Enemy,0,0,0,0
1148,4,0,,Deals 150% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1149,4,0,,Deals 100% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1150,4,0,,Halves 5 enemies' M.ATK and M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1151,4,0,"Ashes, Lowly, Ashes",Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1152,4,0,"""#'""$&'""アsc""#",Deals 100% M.DMG to 5 enemies.\nIncreases own HP recovery by 30%.,0,0,15,,3,All Enemies/Self,0,0,0,0
1153,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1154,4,0,,Deals 100% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1155,4,0,Life,Increases HP recovery of 1 ally by 20%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1157,4,0,,Deals 100% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1158,4,0,,Deals 100% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1159,4,0,...,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1160,4,0,Life,Increases HP recovery of 1 ally by 30%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1161,4,0,,Halves 5 enemies' M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1162,4,0,,Deals 250% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1163,4,0,,Deals 220% P.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1164,4,0,"Gaaahhh'#!""",Increases 1 ally's P.ATK by 50%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1165,4,0,,Deals 270% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1166,4,0,,Deals 250% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1167,4,0,Me I Me I Me,Deals 220% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1168,4,0,"Gaaahhh'#!""",Increases 1 ally's M.ATK by 50%.,0,0,15,,41,Single Ally,0,0,0,0
1169,4,0,,Halves 5 enemies' M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1170,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1171,4,0,,Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1172,4,0,Zzz Sleep Time,Increases HP recovery of 1 ally by 25%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1175,4,0,,Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1176,4,0,,Halves 1 enemy's M.ATK and M.DEF.,0,0,15,,43,Single Enemy,0,0,0,0
1177,4,0,Ang■■!,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1196,4,0,Inferno of Destruction (I),Deals slight P.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,1,0,2,0
1197,4,0,Torrent of Destruction (I),Deals slight P.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,1,0,2,0
1198,4,0,Gale of Destruction (I),Deals slight P.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,1,0,2,0
1199,4,0,Inferno of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1200,4,0,Inferno of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1201,4,0,Inferno of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1202,4,0,Torrent of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1203,4,0,Torrent of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1204,4,0,Torrent of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1205,4,0,Gale of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1206,4,0,Gale of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1207,4,0,Gale of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1208,4,0,Inferno of Exorcism (II),Deals M.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,2,0,2,0
1209,4,0,Torrent of Exorcism (II),Deals M.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,2,0,2,0
1210,4,0,Gale of Exorcism (II),Deals M.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,2,0,2,0
1211,4,0,Torrent of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1212,4,0,Inferno of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1213,4,0,Torrent of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1214,4,0,Gale of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1215,4,0,Evil Blaze of Assault (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,22,15,,6,multiple enemies,2,6,2,0
1216,4,0,Evil Hail of Assault (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,22,15,,6,multiple enemies,2,6,2,0
1217,4,0,Evil Thunder of Assault (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,22,15,,6,multiple enemies,2,6,2,0
1218,4,0,Healing Light (II),Restores HP to 1 ally.,0,14,15,,35,Single Ally/Self,3,0,1,0
1219,4,0,Healing Light (II),Restores HP to 1 ally.,0,14,15,,35,Single Ally/Self,3,0,1,0
1220,4,0,Blessed Gospel (I),Slightly restores HP to 1 to 2 allies.,0,17,15,,36,Multiple Allies/Self,3,0,2,0
1221,4,0,Blessed Gospel (I),Slightly restores HP to 1 to 2 allies.,0,17,15,,36,Multiple Allies/Self,3,0,2,0
1222,4,0,Healing Light (III),Greatly restores HP to 1 ally.,0,16,15,,35,Single Ally/Self,3,0,1,0
1223,4,0,Healing Light (III),Greatly restores HP to 1 ally.,0,16,15,,35,Single Ally/Self,3,0,1,0
1224,4,0,Healing Light (IV),Massively restores HP to 1 ally.,0,18,15,,35,Single Ally/Self,3,0,1,0
1225,4,0,Healing Light (IV),Massively restores HP to 1 ally.,0,18,15,,35,Single Ally/Self,3,0,1,0
1226,4,0,Hero's Rhapsody (I),Slightly increases 1 ally's P.ATK and M.ATK.,0,15,15,,41,Single Ally/Self,8,0,1,0
1227,4,0,Holy Knight's Gospel (I),Slightly increases 2 allies' P.DEF and M.DEF.,0,22,15,,41,Multiple Allies/Self,13,0,3,0
1228,4,0,Hero's Rhapsody (III),Greatly increases 1 ally's P.ATK and M.ATK.,0,17,15,,41,Single Ally/Self,8,0,1,0
1229,4,0,Holy Knight's Gospel (I),Slightly increases 2 allies' P.DEF and M.DEF.,0,23,15,,41,Multiple Allies/Self,13,0,3,0
1230,4,0,Holy Knight's Gospel (I),Slightly increases 2 allies' P.DEF and M.DEF.,0,23,15,,41,Multiple Allies/Self,13,0,3,0
1231,4,0,Warrior's Waltz (IV),Massively increases 1 ally's P.ATK.,0,18,15,,41,Single Ally/Self,4,0,1,0
1232,4,0,Sorcerer's Waltz (IV),Massively increases 1 ally's M.ATK.,0,18,15,,41,Single Ally/Self,6,0,1,0
1233,4,0,Curse of Corrosion (I),Slightly reduces 1 enemy's P.ATK and M.ATK.,0,15,15,,43,Single Enemy,18,0,1,0
1234,4,0,Incantation of Submission (I),Slightly reduces P.DEF and M.DEF of 2 enemies.,0,22,15,,43,multiple enemies,23,0,3,0
1235,4,0,Curse of Corrosion (III),Greatly reduces 1 enemy's P.ATK and M.ATK.,0,17,15,,43,Single Enemy,18,0,1,0
1236,4,0,Curse of Submission (II),Reduces 1 enemy's P.DEF and M.DEF.,0,17,15,,43,Single Enemy,23,0,1,0
1237,4,0,Curse of Rust (IV),Massively reduces 1 enemy's P.ATK.,0,18,15,,43,Single Enemy,14,0,1,0
1238,1,0,Torch of Destruction (II),Deals P.DMG to 1 enemy.,0,14,15,,1,Single Enemy,1,0,1,0
1239,1,0,Inferno of Destruction (I),Deals slight P.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,1,0,2,0
1240,1,0,Torch of Exorcism (II),Deals M.DMG to 1 enemy.,0,14,15,,1,Single Enemy,2,0,1,0
1241,1,0,Inferno of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1242,1,0,Inferno of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1243,1,0,Torch of Destruction (II),Deals P.DMG to 1 enemy.,0,14,15,,1,Single Enemy,1,0,1,0
1244,1,0,Inferno of Destruction (I),Deals slight P.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,1,0,2,0
1245,1,0,Torch of Exorcism (II),Deals M.DMG to 1 enemy.,0,14,15,,1,Single Enemy,2,0,1,0
1246,1,0,Inferno of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1247,1,0,Inferno of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1248,1,0,Torrent of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1249,1,0,Wave of Destruction (II),Deals P.DMG to 1 enemy.,0,14,15,,1,Single Enemy,1,0,1,0
1250,1,0,Torrent of Destruction (I),Deals slight P.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,1,0,2,0
1251,1,0,Torrent of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1252,1,0,Torrent of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1253,1,0,Wave of Destruction (II),Deals P.DMG to 1 enemy.,0,14,15,,1,Single Enemy,1,0,1,0
1254,1,0,Torrent of Destruction (I),Deals slight P.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,1,0,2,0
1255,1,0,Wave of Exorcism (II),Deals M.DMG to 1 enemy.,0,14,15,,1,Single Enemy,2,0,1,0
1256,1,0,Torrent of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1257,1,0,Wave of Exorcism (II),Deals M.DMG to 1 enemy.,0,14,15,,1,Single Enemy,2,0,1,0
1258,1,0,Gale of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1259,1,0,Gale of Exorcism (II),Deals M.DMG to 1 enemy.,0,14,15,,1,Single Enemy,2,0,1,0
1260,1,0,Gale of Destruction (II),Deals P.DMG to 1 enemy.,0,14,15,,1,Single Enemy,1,0,1,0
1261,1,0,Gale of Destruction (I),Deals slight P.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,1,0,2,0
1262,1,0,Gale of Exorcism (II),Deals M.DMG to 1 enemy.,0,14,15,,1,Single Enemy,2,0,1,0
1263,1,0,Gale of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1264,1,0,Gale of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1265,1,0,Gale of Destruction (II),Deals P.DMG to 1 enemy.,0,14,15,,1,Single Enemy,1,0,1,0
1266,1,0,Gale of Destruction (I),Deals slight P.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,1,0,2,0
1267,1,0,Gale of Exorcism (I),Deals slight M.DMG to 1 to 2 enemies.,0,17,15,,2,multiple enemies,2,0,2,0
1277,1,0,Inferno of Destruction (II),Deals P.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,1,0,2,0
1278,1,0,Torch of Exorcism (III),Deals great M.DMG to 1 enemy.,0,16,15,,1,Single Enemy,2,0,1,0
1279,1,0,Inferno of Exorcism (II),Deals M.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,2,0,2,0
1280,1,0,Torch of Exorcism (III),Deals great M.DMG to 1 enemy.,0,16,15,,1,Single Enemy,2,0,1,0
1281,1,0,Torrent of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1282,1,0,Wave of Destruction (III),Deals great P.DMG to 1 enemy.,0,16,15,,1,Single Enemy,1,0,1,0
1283,1,0,Torrent of Destruction (II),Deals P.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,1,0,2,0
1284,1,0,Wave of Exorcism (III),Deals great M.DMG to 1 enemy.,0,16,15,,1,Single Enemy,2,0,1,0
1285,1,0,Torrent of Exorcism (II),Deals M.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,2,0,2,0
1286,1,0,Wave of Destruction (III),Deals great P.DMG to 1 enemy.,0,16,15,,1,Single Enemy,1,0,1,0
1287,1,0,Wave of Exorcism (III),Deals great M.DMG to 1 enemy.,0,16,15,,1,Single Enemy,2,0,1,0
1288,1,0,Gale of Destruction (II),Deals P.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,1,0,2,0
1289,1,0,Gale of Exorcism (III),Deals great M.DMG to 1 enemy.,0,16,15,,1,Single Enemy,2,0,1,0
1290,1,0,Gale of Exorcism (II),Deals M.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,2,0,2,0
1291,1,0,Gale of Destruction (III),Deals great P.DMG to 1 enemy.,0,16,15,,1,Single Enemy,1,0,1,0
1292,1,0,Lightning of Leeching (I),Deals slight P.DMG to 1 to 2 enemies.\nSlightly restores own HP.,0,20,15,,4,Multiple Enemies/Self,1,3,2,0
1293,1,0,Gale of Exorcism (III),Deals great M.DMG to 1 enemy.,0,16,15,,1,Single Enemy,2,0,1,0
1294,1,0,Evil Blaze of Assault (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,22,15,,6,multiple enemies,2,6,2,0
1295,1,0,Icicle of Leeching (II),Deals P.DMG to 1 enemy.\nSlightly restores own HP.,0,17,15,,3,Single Enemy/Self,1,3,1,0
1296,1,0,Evil Gust of Leeching (II),Deals M.DMG to 1 enemy.\nSlightly restores own HP.,0,17,15,,3,Single Enemy/Self,2,3,1,0
1297,1,0,Inferno of Assault (I),Deals slight P.DMG to 1 to 2 enemies.\nSlightly increases own P.ATK.,0,20,15,,6,Multiple Enemies/Self,1,4,2,0
1298,1,0,Evil Hail of Assault (I),Deals slight M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,20,15,,6,multiple enemies,2,6,2,0
1299,1,0,Wave of Exorcism (IV),Deals massive M.DMG to 1 enemy.,0,18,15,,1,Single Enemy,2,0,1,0
1300,1,0,Torrent of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1301,1,0,Evil Hail of Leeching (III),Deals great M.DMG to 1 enemy.\nSlightly restores own HP.,0,19,15,,3,Single Enemy/Self,2,3,1,0
1302,1,0,Torrent of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1303,1,0,Gale of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1304,1,0,Torch of Destruction (IV),Deals massive P.DMG to 1 enemy.,0,18,15,,1,Single Enemy,1,0,1,0
1305,1,0,Gale of Exorcism (IV),Deals massive M.DMG to 1 enemy.,0,18,15,,1,Single Enemy,2,0,1,0
1306,1,0,Gale of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1307,1,0,Tornado of Leeching (III),Deals great P.DMG to 1 enemy.\nSlightly restores own HP.,0,19,15,,3,Single Enemy/Self,1,3,1,0
1308,1,0,Evil Gust of Leeching (III),Deals great M.DMG to 1 enemy.\nSlightly restores own HP.,0,19,15,,3,Single Enemy/Self,2,3,1,0
1309,1,0,Gale of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1310,1,0,Flames of Assault (III),Deals great P.DMG to 1 enemy.\nSlightly increases own P.ATK.,0,17,15,,5,Single Enemy/Self,1,4,1,0
1311,1,0,Evil Hail of Assault (III),Deals great M.DMG to 1 enemy.\nSlightly increases own M.ATK.,0,19,15,,5,Single Enemy,2,6,1,0
1312,1,0,Evil Blaze of Leeching (I),Deals slight M.DMG to 1 to 2 enemies.\nSlightly restores own HP.,0,20,15,,4,Multiple Enemies/Self,2,3,2,0
1313,1,0,Icicle of Leeching (III),Deals great P.DMG to 1 enemy.\nSlightly restores own HP.,0,19,15,,3,Single Enemy/Self,1,3,1,0
1314,1,0,Gale of Destruction (II),Deals P.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,1,0,2,0
1315,1,0,Torch of Exorcism (IV),Deals massive M.DMG to 1 enemy.,0,18,15,,1,Single Enemy,2,0,1,0
1316,1,0,Torrent of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
